description,isic_code,isic_label,isic_description
UMUHINZI BW IBIGORI,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
"UBUCURUZI BW'IBIRIBWA HIGANJEMO UMUCERI,ISUKARI,IBIRAYI.",4719,"General shop, other goods",Other retail sale in non-specialized stores
Kudandaza imiti,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
kudandaza amakara n'ifu,4719,"General shop, other goods",Other retail sale in non-specialized stores
"UBUDANDAZI BYIBYO KURYA  BWIGANJEMO ;INYANA,AMASHAZA ,PAVULO",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"Ubudandazi(Umuceri,Kawunga,Amavuta yo kurya,Amakayi....)",4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi budandaza mu iduka bwiganjemo ibiribwa,Inzoga zisembuye",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Gucuruza ibinyobwa nibiribwa higanjemo icyo kunkwa,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BWI BIRIBWA MWISOKO,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi bukomatanije,harimo amavuta ,amakara ,ibitunguru,jus ,fanta",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Restaurant bacuruza ibyo kurya nibyo kunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
"ubucuruzi buciritse bw'imyenda, amavuta yo kwisiga,silipa,bodaboda muri boutique",4773,Other specialised shop,Other retail sale of new goods in specialized stores
"UBUDOZI BW,IMYENDA KU IGITSINA GORE NI IGITSINA  GABO",1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
Kogosha imisatsi abaturage,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUHINZI BW'UBUNYOBWA,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
imirimo yo kwakira abantu no kubagaburira,5610,Restaurants & food service,Restaurants and mobile food service activities
"Guha abantuc ibyo kurya no kunywa( icyayi ,amandazi imineke)",5610,Restaurants & food service,Restaurants and mobile food service activities
UBUCURUZI BUDANDAZA IBISHEKE MU MIHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
UBUCURUZI BW'IBINYOBWA BISEMBUYE(URWAGWA),5630,Bars & beverage serving,Beverage serving activities
"kudandaza ibinyobwa higanjemo ikigange,byeri,",5630,Bars & beverage serving,Beverage serving activities
"Ifu yubugari,ibirungo,isabune",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"ubucuruzi bwiganjemo amasabune,biswit,ifuyubugali,ubunyobwa,indagara,umuceri ,akawunga,umunyu",4721,Specialised food shop,Retail sale of food in specialized stores
Gucuruza fanta na Jus,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BW'IMYUMBATI,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
ubucuruzi bw'umutobe(mubisi),5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bwa amata,5610,Restaurants & food service,Restaurants and mobile food service activities
gukusanya amata muri muyira,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
Ubucuruzi budandaza lmyenda,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi bwa Alimentation bwiganjemo Juice na Biscuits,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza bwiganjemo Umuceri na Mavuta yokurya,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"ubucuruzi bwimyaka (ibishyimbo,amasaka,...)",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ubudandazi bw,ibirayi amafu n,ibikoresho by,isuku nk,amasabune",4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bucuruza ibikoresho bitandukanye byo murugo,4719,"General shop, other goods",Other retail sale in non-specialized stores
Ubucutuzi budandaza ubuconco bwimyenda,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
ubucuruzi budandaza ibiribwa bitandukanye,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
gutanga amafunguro ndetse nibyo kunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
"ubucuruzi bw'amasabune,umunyu,amabiswi,...",4719,"General shop, other goods",Other retail sale in non-specialized stores
kugaburira abantu ifunguro riciriritse (icyayi &amandazi),5610,Restaurants & food service,Restaurants and mobile food service activities
gucuruza boutique yiganjemo ibiribwa nibinyobwa nibikoresho byisuku,4721,Specialised food shop,Retail sale of food in specialized stores
boutique iranguza higanjemo ibiribwa n'Ibinyobwa bya BRARIRWA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
bacuruza bandandaza ibicuruzwa bitandukanye higanjemo ibiribwa (umuceri n'akawunga)na Jus,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
gucuruza ibikoresho by'ubukanishi n'iby'ubwubatsi,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
ubudandazi bw'ibinyobwa,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BWIBIRIBWA N'IBINYOBWA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUDANDAZI BW IBIRIBWA N IBINYOBWA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BWIBIRAYI,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
"gukaranga ibijumba, icyayi",5610,Restaurants & food service,Restaurants and mobile food service activities
"bakodesha imyenda yabageni,amakanzu,imikenyero,,,,,",4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"ubucuruzi bwibikoresho byubwubatsi , ibirahure, ferabetto, sima, amarangi",4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
Badandaza ibiribwa bidahiye higanjemo ibishyimbo,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budanza Ibikoresho by'ibinyabiziga,4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURUZI BWAMAMERA,4721,Specialised food shop,Retail sale of food in specialized stores
Kurangura no kuranguza imyaka,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
yacuruzaga ikigage,5630,Bars & beverage serving,Beverage serving activities
gucuruza urwagwa ku bakiriya,5630,Bars & beverage serving,Beverage serving activities
GUHA ABANTU IBYO KUNYWA HIGANJEMO UMUSURURU,5630,Bars & beverage serving,Beverage serving activities
gu uruza ikigage,5630,Bars & beverage serving,Beverage serving activities
gudoda imyenda yacitse gusa,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
kudandaza boutique,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUCURUZI BW INZOGA MU KABARI,5630,Bars & beverage serving,Beverage serving activities
Bacuruza badandaza inkweto (bodaboda),4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUCURUZI BW'IMBOGA BWIGANJEMO CAROTTES,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Gucuruza Iduka ryiganjemo Imyenda y'abana,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
Ubucuruzi bwakabari higanjemo: inzoga zibitoki,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bwiganjemo ibyokurya nk'umuceri,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi bucuruza imyenda,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
BACURUZA IBIKORESHO BY' UBWUBATSI NKA AMASERIRE N' AMARANGI,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
ubucuzi bw'inzoga ga zipfundikirwa n'ibyo bijyana biribwa,5630,Bars & beverage serving,Beverage serving activities
"UBUHIMZI N UBWOR,I BYO GUTUNGA URUGO",9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
UBUHINZI BWOROZI BUGAMIIJE GUTUNGA URUGO,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
teaching in nursery and primary,8510,Primary education,Pre-primary and primary education
"gukora tailoring,art,handcraft and fashion",1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
ubucuruzi bwibiribwa n'ibinyobwa bidasembuye (alimentation),4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Kudandaza higanjemo ibiribwa(inyanya,intoryi,umunyu,indagara)",4721,Specialised food shop,Retail sale of food in specialized stores
"UBUCURUZI BW'IBIRIBWA, INYANYA,IFU Y'UBUNYOBWA, UMUCERI",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"Ubucuruzi budandaza bwiganjemo ibiribwa, nki ibirayi,amakara",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Gucuruza ibinyobwa bya BRALIRWA na SKOL,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi budanda:umunyu sukari kawonga jus tangawizi amagi,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ubucuruzi bwa boutique (amasabune,amavuta yo kurya no kwisiga ) cyane ikigajye",4721,Specialised food shop,Retail sale of food in specialized stores
UBUHINZI BWI IBISHYIMBO,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
Gutanga sevice zuburezi zamashuri abanza,8510,Primary education,Pre-primary and primary education
UBUHINZI BW AMASAKA,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
gucuruza piza,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUDANDAZI BWIMBUTO ZIGANJEMO IMINEKE,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
gucuruza imyenda yinkweto,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
kudandaza imbuto,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"ubucuruzi bwa boutique higanjemo inkweto,umuti w'ibirayi,n'isabune",4773,Other specialised shop,Other retail sale of new goods in specialized stores
UBUDANDAZA BWOGANJEMO IBINYOBWA MURI BOUTIQUE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
selling alcoholic and non alcoholic drinks and restaurant,5610,Restaurants & food service,Restaurants and mobile food service activities
ubudandazi bwiganjemo ubucuruzi bya byeri na fanta,5630,Bars & beverage serving,Beverage serving activities
gucuruza icyayi imigati n'imineke nizibindi bigendanye nabyo,5610,Restaurants & food service,Restaurants and mobile food service activities
Kudandaza ibiryo cyane cyane ibirayi n'umuceri,5610,Restaurants & food service,Restaurants and mobile food service activities
"UBURUZI BW'IBIRIBWA; IBISHYIMBO, OMO, NIBINDI",4721,Specialised food shop,Retail sale of food in specialized stores
UBUDANDAZI BW'IMYENDA HIGANJEMO IYABAGORE,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi bw'imyenda y'abagabo n'abagore,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi budandaza amakara n'imboga,4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi bwibiribwa,cogocogo",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kuranguza urwagwa Umurava,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
UBUCURUZI BUDANDAZA :umunyu kawunga ubuto Amavuta bisiga inkweto umuceri,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
umurimo wo gusya amasaka ibigori nibindi hakaboneka ifu,1061,Grain milling,Manufacture of grain mill products
BADODA IMYENDA MISHYA BAKANASANA IYACITSE,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
Umurimo wo kugabura ibyokurya nibyokunkwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kudandaza amafu higanjemo amafu y'amasaka,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BWU' UBUCONSHO,4719,"General shop, other goods",Other retail sale in non-specialized stores
badoda imyenda ya badamu badandaza,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"Bautique(Ubucuruzi bw'ibitoki, ibirayi, kawunga, umuceli)",4721,Specialised food shop,Retail sale of food in specialized stores
kudandaza karoti,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Bucuruzi buciriritse Bw'imyenda,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
Guha abantu icyayi na mandazi,5610,Restaurants & food service,Restaurants and mobile food service activities
Ubucuruzi bw'ubuconco bwiganjemo ibirigwa,4721,Specialised food shop,Retail sale of food in specialized stores
Bacuruza ubuconco harimo ibikoresho by'isuku,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ciment,amabati, amaragi ,bikorerwa kucyicaro gikuru",4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
UBUCURUZI(QUEQUAEL),4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
UBUCURUZI BUDANDAZA INYAMA MU ISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"Gucururuza uduconsho higanjemo imyunyu,amavuta bisiga nutundi.......",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BW'IBITUNGA URUGO RWE,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
SHOP Y'IMYENDA,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"badoda imyenda yabagabo nabagore,ibitambaro byo kumeza",1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
kundaza ibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi buranguza inzoga,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Kwakira abantu bakeneye ibiribwa nibinyobwa,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUDANDAZI BW' UMUTOBE WIGITOKE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"kudandaza ifumbire Npk, iree, DAP",4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi budanaza bw'amapantalon,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
gucuruza ubuconsho harimo n ibitenge,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubudandazi bwibicuruzwa bitandukanye mwiduka,4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzu budandaza dodo,inyanya,bombo,jus",4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi budandaza bwiganjemo ibyo kurya harimo inyanya kubutanda,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
gutunganya imisatsi yabadamu,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUCURUZI BWIMBOGA NUTWINGENZI DUKE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Umurimo wo kudandaza inzoga ninyanya numuceri nakawunga,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BUDANDAZA BWIGANJEMO AMAVUTA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
batanga service iha abantu ibyo kurya,5610,Restaurants & food service,Restaurants and mobile food service activities
ubudandandazi bwa boutique yiganjemo imisatsi yabagore,4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi budandaza IFU,4721,Specialised food shop,Retail sale of food in specialized stores
KUDODA IMYAMBARO,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"UBUCURUZI BWIGANJEMO IMBUTO ZIRIMO IMINEKE,IPAPAYI BUKORERWA MW'ISOKO",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUCURUZI BUDANDAZA IBITOKI MU MIHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
"gusya ( soya , amasaka, ibigori, imyumbati)",1061,Grain milling,Manufacture of grain mill products
UBUREZI BWO MUMASHURI YINSHUKE,8510,Primary education,Pre-primary and primary education
ubucuruzu bw'inzoga urwagwa budandaza,5630,Bars & beverage serving,Beverage serving activities
"kugurisha( amandazi,intoryi,imigati,agahunga)",4721,Specialised food shop,Retail sale of food in specialized stores
ubudandazi bwinkweto za caguwa,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
KUDANDAZA IMBUTO MURI GARE,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
kudandaza ubuconco bwiganjemo amasabune,4719,"General shop, other goods",Other retail sale in non-specialized stores
gucurura ibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
boutique yibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
Kugaburira abantu higanjemo icyayi,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budadaza higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BWI MYAKA,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
"Butike idandaza higanhjemo,isabune,ubunyobwa,ibibiriti",4719,"General shop, other goods",Other retail sale in non-specialized stores
KUNDANDAZA,4719,"General shop, other goods",Other retail sale in non-specialized stores
ubucuruzi budandaza ibibibwa ibirayi n'ibishyimbo,4773,Other specialised shop,Other retail sale of new goods in specialized stores
"Ubucuruzi budandaza bwiganjemo ifu yigikoma,umuceri n'inyanya",4721,Specialised food shop,Retail sale of food in specialized stores
"Boutique yiganjemo imiceri,n'sukali n'ibyo kurya bidatetse byiganjemo ibirayi ni bitoki",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuzi budandaza ibishyimbo,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Gucuruza ubushera bwamasaka,5630,Bars & beverage serving,Beverage serving activities
umurimo wo gucuruza inzoga,5630,Bars & beverage serving,Beverage serving activities
kudandaza amafi n'imboga mu gasoko,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
andandaza utuntu dutandukanye,4719,"General shop, other goods",Other retail sale in non-specialized stores
ubucuruzi bw' ibiribwa nk' isukari umunyu n' amavuta,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ibinyobwa bidasembuye,4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURUZI BW' INYANYA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUHINZI BW'IMBOGA MU BISHANGA,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
UBUCURUZI  BUDANDAZA BWIGANJEMO IBIRIBWA AHANTU HABUGENEWE,4719,"General shop, other goods",Other retail sale in non-specialized stores
Gukusanya amata,4721,Specialised food shop,Retail sale of food in specialized stores
KUDANDAZA IBINYOBWA HIGANJEMO URWAGWA,5630,Bars & beverage serving,Beverage serving activities
UBUDANDAZI BW' IBITOKI KU MUHANDA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi budandaza bwiganjemo ibiryo byamatungo,4773,Other specialised shop,Other retail sale of new goods in specialized stores
UBUCURUZI BW'IFU UMUNYU,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bwimenda yabagabo,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUCURUZI BW'IMYAMBARO,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
ICYOKEZO,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bw amata muri cantine,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza ibyiganjemo ibiribwa n'ibinyobwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Atelier idoda imyenda mishya akanatera ibiraka imyenda ishaje,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
UBUHINZI BWIBINYABIJUMBA,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
UBUHINZI BWIBIGORI NA SOYA,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
UBUCUZI BW'IBIRIBWA,4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURU BW'IMINEKE,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Gucuruza imyambaro ndetse hakabamo ibiribwa nibikoresho byisuku,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUCURUZI BW'GUCURUZA INZOGA ZIDAPFUNDIKIYE,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BW'IBIRIBWA(UBUCONSHO),4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
boutique icuruza yiganjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bw ibinyobwa muri bar,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bwokudandaza imyenda,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"ubucuruzi bw'amafu y'ubugari n'igikoma, inyanya, amavuta yo kurya no kwisiga n'amasabune.",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kudandaza amamashini yo kudoda imyenda icyarahani,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
UBUDANDAZI BW'IBIGORI,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KUDANDAZA IBINTUBITANDUKANYE MU IDUKA,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUCURUZI BWIBIRIBWA NIBINYOBWA MURI BOU,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budandaza inzoga z'urwagwa gusa,5630,Bars & beverage serving,Beverage serving activities
BARANGUZA IBIRAYI NIBISHYIMBO GUSA,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
"ubucuruzi bw,ibyokunywa higanjemo icyayi,amandazi",5610,Restaurants & food service,Restaurants and mobile food service activities
"kudandaza umunyu,amasabune",4719,"General shop, other goods",Other retail sale in non-specialized stores
ubucuruzi bwa amasaka,4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi budandaza bw'inkweto z'abamama,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUCURUZI BUDANDAZA IBISHEKE MWISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Ubucuruzi budandaza ibikoresho by'ubwubatsi higanjemo inzugi zimbaho,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
bacuruza buconsho yibintu bita dukanye higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BW'IBITUNGA URUGO,9810,Household own-use production,Undifferentiated goods-producing activities of private households for own use
bacuruza bautique yibintu bitandukanye hinganjemo umuceri isukari namasabune,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
UBUCURUZI BW INYONGERA MUSARURO Z UBUHINZI N UBWOROZI,4773,Other specialised shop,Other retail sale of new goods in specialized stores
acuruza ubuconco bwiganjemo ibyo kurya,4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi budandaza higanjemo  amavuta yo kwisiga,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
"adandaza ibijyanye ni bikoresho nu dukoresho two murugo , isabune,  umunyu,  inyanya",4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi budandaza amavuta yisigwa,ifu,umunyu",4721,Specialised food shop,Retail sale of food in specialized stores
Ubudandazi bw'ubuconco higanjemo umuceri n' amavuta,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi bwibiribwa badandaza  byiganjemo ibishyimbo,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi budandaza amata,4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi budandaza ibiribwa ( umuceri, ubunyobwa, biscuit,...)muri Boutique",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BWA BITIKE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KUDANDAZA IBINTU BITANDUKANYE MU IDUKA HIGANJEMO IBYO KURYA,4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUCURUZI BW'IBITOKI,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ni uguha abaturage serivise,1061,Grain milling,Manufacture of grain mill products
service za restaurant kugaburira abakiriya,5610,Restaurants & food service,Restaurants and mobile food service activities
lndi mirimo ya service,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Ubucuruzi bw'amandazi n'icyayi,5610,Restaurants & food service,Restaurants and mobile food service activities
gukata igitambaro akadoda,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"acuruza imboga,inyanya n'intoryi",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KUDANDAZA IMIPIRA/AMAKOTE Y'IMBEHO MU ISOKO,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
cantine yicyayi namandazi gusa,5610,Restaurants & food service,Restaurants and mobile food service activities
Acuruza ubuconco Inyanya ubugali,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bwibiribwa dusanga muri boutique,4721,Specialised food shop,Retail sale of food in specialized stores
kudandaza urwagwa n'ubushera,5630,Bars & beverage serving,Beverage serving activities
gutunganya imisatsi (kwogosha),9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUDADAZA BW'IMBOGA MU ISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
umurimo akora acuruza imyenda yabagabo,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
DEPOT PHARMACETIQUE(WHOLESALE PHARMACY,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
"ubucuruzi bw' iniribwa, amavuta yo kwisiga, inkweto,",4719,"General shop, other goods",Other retail sale in non-specialized stores
KUGABURA UBUSHERA( IKINYOBWA KIDASEMBUYE GIKORWA MU MASAKA N' AMAZI),5630,Bars & beverage serving,Beverage serving activities
"kudandaza ibiribwa(cyane cyane umunyu,isukari,ibirayi)",4721,Specialised food shop,Retail sale of food in specialized stores
ub,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi buciriritse budandaza inkweto zo kwambara,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
